sale_id;branch_id;shoe_id;sale_date;َquantity_sold;total_price
531545;3;BO569;15.05.2024;4;1200
870292;3;FO540;17.10.2024;1;230
690062;2;SN602;21.05.2024;4;720
155771;1;SN213;22.09.2024;2;360
747300;2;SN147;22.07.2024;2;360
349089;3;BO956;07.11.2024;4;1200
428877;2;BO466;29.03.2024;2;600
332201;2;HE823;18.06.2024;1;250
102189;3;CA716;02.10.2024;1;190
753426;1;FO429;24.08.2024;2;460
802715;1;HE835;16.04.2024;4;1000
988294;3;FO988;30.10.2024;3;690
612842;1;FO529;08.02.2024;2;460
368831;2;BA249;05.01.2024;2;240
133610;3;FO455;06.08.2024;4;920
318379;2;BO185;06.12.2024;3;900
789581;2;SN713;16.09.2024;1;180
736698;1;SN731;01.08.2024;1;180
937079;2;CA363;13.02.2024;2;380
212356;1;BO605;18.05.2024;4;1200
827336;1;SA270;04.12.2024;2;300
943752;3;SN735;07.07.2024;3;540
344781;3;BO948;20.10.2024;4;1200
289149;1;HE796;24.01.2024;1;250
920066;2;BA251;26.02.2024;1;120
852302;3;CA234;28.11.2024;1;190
120052;3;HE955;28.02.2024;2;500
539582;3;SN503;18.07.2024;2;360
297095;1;SA195;27.10.2024;1;150
631860;2;FO744;30.08.2024;2;460
393433;3;CA901;17.11.2024;3;570
781911;3;CA234;11.07.2024;3;570
977592;2;FO704;21.03.2024;4;920
641264;3;FO928;08.03.2024;3;690
970156;1;FO802;25.05.2024;4;920
109292;3;FO540;15.04.2024;4;920
900226;2;BO118;23.03.2024;1;300
732793;2;BA971;04.06.2024;1;120
327728;3;CA306;13.01.2024;3;570
383672;1;SN401;09.03.2024;2;360
999925;3;HE627;15.03.2024;3;750
582928;2;BO540;07.03.2024;1;300
446207;3;CA381;27.01.2024;2;380
275536;1;HE915;03.01.2024;2;500
864544;1;SA674;21.02.2024;3;450
373403;1;CA635;21.12.2024;2;380
939404;1;HE534;30.11.2024;3;750
423115;1;HE320;28.03.2024;3;750
255551;2;BO569;18.07.2024;4;1200
693169;3;CA274;31.01.2024;4;760
539752;2;BO600;18.01.2024;1;300
953763;1;BO948;08.06.2024;3;900
553971;2;CA995;31.12.2024;4;760
493064;2;BO868;29.01.2024;2;600
753606;1;CA540;12.02.2024;2;380
445774;2;BA929;07.05.2024;2;240
646131;2;SN319;06.02.2024;3;540
411937;3;HE549;19.08.2024;1;250
245087;3;CA686;30.10.2024;1;190
908739;1;BA590;17.10.2024;1;120
989967;3;BO146;31.10.2024;2;600
159983;2;BO305;09.04.2024;4;1200
108892;3;HE997;30.11.2024;1;250
372475;3;HE698;09.12.2024;4;1000
123048;2;BA659;17.04.2024;1;120
877041;3;BO354;23.07.2024;3;900
704894;3;CA293;14.06.2024;1;190
537168;3;BA771;24.12.2024;3;360
268306;1;SN138;22.06.2024;4;720
985729;1;FO325;04.03.2024;4;920
953308;1;SA281;17.07.2024;2;300
656653;1;BO280;29.03.2024;2;600
846643;1;BA499;11.06.2024;2;240
895840;3;SA740;09.10.2024;2;300
711478;3;BA694;22.11.2024;4;480
120248;1;SA686;19.06.2024;3;450
182902;3;BA863;08.10.2024;4;480
183151;3;FO696;28.08.2024;1;230
767952;2;CA377;21.05.2024;3;570
214103;3;HE835;21.10.2024;1;250
614329;2;FO437;02.07.2024;3;690
245092;3;FO704;26.06.2024;1;230
271494;1;HE839;06.09.2024;1;250
672003;2;SA911;19.05.2024;1;150
906839;1;BA740;02.06.2024;4;480
823046;1;CA962;09.08.2024;3;570
610052;3;SN497;30.05.2024;2;360
610394;3;BA473;08.04.2024;3;360
328045;3;SA284;10.02.2024;1;150
670072;1;CA807;18.11.2024;4;760
595029;1;CA377;19.08.2024;1;190
250711;3;BA528;04.09.2024;1;120
475727;2;SN602;19.03.2024;3;540
900546;3;SN407;10.04.2024;4;720
299809;3;BA795;19.12.2024;2;240
412703;3;FO373;08.03.2024;3;690
541721;3;BO750;27.09.2024;1;300
258468;1;SA154;11.09.2024;4;600
419931;3;SA495;16.01.2024;3;450
388462;2;SA729;25.09.2024;3;450
409273;3;SA991;10.08.2024;2;300
700137;3;BO856;20.03.2024;4;1200
615124;1;CA623;11.11.2024;4;760
435867;1;BA499;02.01.2024;4;480
918643;1;BO600;06.08.2024;2;600
380780;1;SN905;16.07.2024;4;720
459766;2;CA765;07.03.2024;2;380
868126;2;SN213;03.02.2024;2;360
106860;1;BO147;06.03.2024;2;600
754110;1;SN769;28.06.2024;3;540
233523;3;BO305;03.07.2024;2;600
799597;1;CA166;19.08.2024;2;380
796467;3;CA514;11.08.2024;3;570
772487;1;BO185;09.05.2024;1;300
313186;3;BA221;13.02.2024;1;120
782276;1;BO313;03.06.2024;3;900
999759;2;BA694;25.01.2024;2;240
274746;2;FO928;04.11.2024;2;460
256894;3;CA901;16.10.2024;4;760
954662;3;CA252;21.03.2024;3;570
376825;3;HE861;12.05.2024;3;750
364780;2;SN403;15.02.2024;2;360
240810;1;CA785;30.04.2024;1;190
488280;1;HE783;17.01.2024;3;750
919871;2;SN165;18.03.2024;4;720
148184;2;SA154;11.04.2024;4;600
853558;3;FO445;30.07.2024;1;230
811417;3;SN521;06.01.2024;3;540
955881;2;BO276;23.06.2024;2;600
441294;3;BA398;25.02.2024;2;240
354525;3;SN735;03.11.2024;4;720
605334;3;HE404;24.05.2024;2;500
699432;3;BO956;29.02.2024;4;1200
636490;1;BO856;12.12.2024;2;600
597172;2;HE601;18.06.2024;2;500
654321;2;SN710;30.11.2024;3;540
276694;3;SA822;02.08.2024;2;300
698236;3;BA661;15.06.2024;2;240
422811;2;FO333;04.01.2024;4;920
810978;2;SA284;22.09.2024;4;600
276200;2;CA274;29.07.2024;1;190
391053;1;HE404;02.12.2024;1;250
217940;1;BO995;10.04.2024;4;1200
655676;1;FO632;23.01.2024;4;920
745262;3;BO199;17.05.2024;4;1200
141869;1;CA377;11.11.2024;4;760
447985;1;BO284;24.07.2024;4;1200
162902;1;SN483;30.01.2024;4;720
491359;3;BO241;30.06.2024;1;300
128598;2;CA864;27.09.2024;4;760
447258;2;FO928;11.05.2024;3;690
879692;2;SA341;13.04.2024;1;150
545228;1;BO948;18.07.2024;4;1200
725448;1;SA495;27.11.2024;4;600
811044;2;SA770;03.05.2024;2;300
640961;2;SN918;11.08.2024;2;360
348771;2;SA725;27.05.2024;2;300
684798;2;HE206;13.04.2024;3;750
543656;1;BA174;05.03.2024;1;120
261632;2;BA345;19.05.2024;4;480
602496;1;BA929;25.09.2024;1;120
269367;2;SN127;12.03.2024;4;720
639215;3;CA882;14.10.2024;4;760
910575;2;SA496;11.11.2024;1;150
335956;3;BO605;22.09.2024;1;300
854352;3;HE121;05.06.2024;4;1000
317682;1;FO529;14.09.2024;1;230
135266;2;HE508;13.04.2024;3;750
901290;3;SN731;31.08.2024;2;360
339952;3;SA674;03.12.2024;3;450
959652;2;CA635;11.02.2024;1;190
410438;2;BO466;10.05.2024;4;1200
566502;1;FO609;16.12.2024;4;920
290430;2;BA738;24.04.2024;3;360
917915;1;FO923;22.09.2024;2;460
808834;3;HE560;27.10.2024;2;500
111188;3;BO305;25.04.2024;4;1200
284153;1;HE733;22.01.2024;4;1000
257779;3;FO333;01.03.2024;4;920
648634;3;BO370;26.01.2024;2;600
188829;2;HE724;10.11.2024;3;750
234751;2;FO744;05.11.2024;3;690
854689;1;BO897;29.07.2024;3;900
219124;2;BA760;08.04.2024;2;240
899932;3;FO440;07.04.2024;2;460
148230;1;BA547;11.11.2024;3;360
133343;1;SA210;30.11.2024;2;300
328239;3;FO928;01.10.2024;3;690
317427;2;CA514;30.03.2024;4;760
723034;2;BO968;07.05.2024;3;900
624461;3;BO185;12.04.2024;1;300
683046;3;SA703;15.01.2024;1;150
675353;1;BA290;05.08.2024;3;360
371618;3;FO437;10.04.2024;4;920
802044;1;SA911;03.05.2024;1;150
956554;2;FO488;18.11.2024;3;690
138320;3;HE178;30.05.2024;2;500
662148;2;BA526;29.03.2024;4;480
303983;2;CA295;11.01.2024;2;380
642029;1;BA872;31.08.2024;1;120
787576;2;BA528;25.02.2024;3;360
999125;1;SN703;17.08.2024;4;720
418845;1;BO370;20.05.2024;4;1200
866373;1;BO146;17.01.2024;3;900
170853;3;SN165;19.03.2024;2;360
223357;2;BA740;09.12.2024;3;360
619420;1;HE348;11.10.2024;1;250
710008;2;SN581;07.11.2024;3;540
348843;1;BO118;30.10.2024;4;1200
394873;1;BO651;27.01.2024;3;900
390375;3;SN127;23.09.2024;1;180
529001;1;BA526;27.11.2024;2;240
913164;1;SN710;08.03.2024;2;360
304814;2;BA120;28.08.2024;2;240
565931;2;FO540;21.05.2024;3;690
581013;3;BA332;05.08.2024;3;360
605588;3;BA831;15.02.2024;2;240
121601;2;SN644;19.10.2024;4;720
877665;1;BO381;07.08.2024;3;900
733805;3;BA797;24.07.2024;2;240
523565;2;SN213;11.10.2024;1;180
960598;3;BO832;21.10.2024;4;1200
644071;2;BO915;27.02.2024;3;900
616311;1;BA672;02.03.2024;4;480
833202;1;BO868;22.04.2024;3;900
576498;2;SA725;01.05.2024;2;300
857595;3;CA798;25.05.2024;1;190
993972;1;BA872;07.05.2024;1;120
408029;2;FO696;11.02.2024;1;230
103726;3;SA934;19.04.2024;4;600
317905;2;SN871;18.09.2024;4;720
693131;3;SA674;23.04.2024;2;300
964676;1;BO125;02.05.2024;2;600
798200;2;SN211;12.12.2024;3;540
132111;1;BA332;04.04.2024;2;240
531186;3;SA437;05.12.2024;4;600
455951;1;CA995;21.11.2024;4;760
182134;1;FO392;15.10.2024;1;230
532030;3;BA659;02.06.2024;3;360
162332;2;CA163;03.07.2024;4;760
403705;3;FO997;13.04.2024;2;460
433198;1;HE861;05.06.2024;2;500
625856;2;SA720;12.03.2024;1;150
480178;2;BA513;21.03.2024;2;240
305299;3;SN812;01.11.2024;1;180
211298;3;SN211;22.08.2024;2;360
200186;1;BO158;26.04.2024;3;900
582080;3;HE392;01.06.2024;2;500
591645;1;HE547;15.04.2024;3;750
640196;3;CA381;02.12.2024;1;190
300713;1;SN503;06.01.2024;3;540
379591;1;BA296;17.12.2024;3;360
874637;1;FO356;21.08.2024;1;230
321812;2;BO199;17.07.2024;4;1200
459261;3;HE207;12.02.2024;3;750
554415;1;HE292;28.05.2024;1;250
850135;2;SN144;15.12.2024;4;720
145193;2;HE207;28.06.2024;2;500
294846;2;BA141;20.11.2024;3;360
992402;2;BA590;13.11.2024;1;120
816085;2;FO488;29.05.2024;4;920
810374;2;HE311;10.07.2024;2;500
582122;1;BA398;15.08.2024;4;480
307485;1;SA770;20.09.2024;4;600
155590;1;CA633;18.09.2024;4;760
598801;2;SN398;20.12.2024;4;720
673492;3;BA971;20.02.2024;3;360
802172;1;BA434;23.08.2024;2;240
521602;2;BA434;09.11.2024;3;360
742267;1;BO927;02.06.2024;1;300
191798;3;SN147;24.06.2024;1;180
118777;1;SA504;18.01.2024;4;600
492241;2;BA249;10.01.2024;1;120
271668;1;FO405;11.02.2024;3;690
378168;3;CA320;12.02.2024;2;380
821547;3;CA167;08.07.2024;4;760
658245;1;BA726;15.01.2024;2;240
126082;2;SA674;12.05.2024;1;150
861910;3;FO835;02.09.2024;3;690
824283;3;SN766;12.05.2024;1;180
178824;2;HE116;31.08.2024;4;1000
232798;1;SN512;08.10.2024;2;360
769314;1;BO325;27.07.2024;2;600
213388;1;BA120;21.11.2024;2;240
142286;1;SN398;30.10.2024;4;720
759630;1;SN964;25.05.2024;2;360
506764;2;BO934;29.01.2024;3;900
393450;1;SA327;13.07.2024;2;300
393538;2;BO856;22.01.2024;2;600
832227;3;FO373;22.07.2024;2;460
873636;1;CA363;10.09.2024;1;190
589492;3;HE955;22.01.2024;4;1000
641026;1;BO948;12.04.2024;2;600
991547;1;SN497;20.04.2024;4;720
452865;3;SN703;10.06.2024;3;540
564199;2;CA591;18.02.2024;1;190
495332;2;FO607;11.12.2024;2;460
835157;1;BA141;09.02.2024;3;360
997580;2;FO196;17.10.2024;3;690
133203;3;HE116;23.09.2024;2;500
421599;2;SA167;10.05.2024;1;150
531978;3;FO440;20.06.2024;2;460
671330;2;CA142;08.03.2024;3;570
545206;3;FO773;29.09.2024;1;230
828386;1;SN138;27.10.2024;2;360
425765;1;BA525;19.11.2024;2;240
164440;3;HE835;02.04.2024;3;750
754026;1;BO868;22.08.2024;4;1200
770223;3;CA882;16.10.2024;1;190
901937;1;CA320;05.08.2024;1;190
956362;2;BA824;18.10.2024;3;360
404610;1;BO623;04.08.2024;1;300
160514;1;BO284;30.03.2024;1;300
819850;1;SA504;01.05.2024;3;450
152934;1;SN211;15.09.2024;3;540
439080;3;SN172;05.06.2024;1;180
321744;3;BA120;15.02.2024;3;360
109187;2;BA590;26.08.2024;2;240
952146;2;BO750;16.02.2024;3;900
181224;3;BO158;03.02.2024;3;900
777732;2;SA167;20.11.2024;4;600
391483;3;FO811;25.03.2024;4;920
645833;1;CA369;06.09.2024;4;760
462416;3;SN361;10.02.2024;2;360
247834;1;SN992;16.05.2024;4;720
861683;2;SN602;08.05.2024;4;720
236105;2;BO703;31.12.2024;4;1200
136540;1;FO488;24.12.2024;4;920
844428;3;FO928;20.08.2024;4;920
524526;1;CA167;12.08.2024;3;570
796196;1;BO996;14.05.2024;1;300
621682;1;BA468;07.12.2024;3;360
291616;1;BA296;03.09.2024;3;360
623574;1;SA496;17.02.2024;3;450
651154;1;BA547;02.03.2024;3;360
548967;3;BA526;16.01.2024;3;360
255309;3;BO605;09.03.2024;2;600
248568;3;BA565;28.08.2024;3;360
782198;1;BO934;04.10.2024;3;900
634791;1;SN497;20.12.2024;3;540
475159;1;CA623;03.02.2024;4;760
703745;2;BO284;18.08.2024;1;300
543377;1;CA962;14.05.2024;4;760
952801;1;HE133;08.05.2024;1;250
473132;1;SN703;02.03.2024;4;720
251109;1;CA895;23.02.2024;2;380
323267;2;SA720;05.03.2024;2;300
941264;2;SN211;26.03.2024;2;360
892303;3;FO928;15.12.2024;2;460
873453;1;BO147;01.03.2024;4;1200
126504;3;BA325;20.08.2024;1;120
705035;3;HE468;28.04.2024;4;1000
627769;2;BA745;22.04.2024;1;120
922406;1;SA840;08.01.2024;3;450
675714;3;SN611;29.09.2024;2;360
575613;2;HE624;17.07.2024;4;1000
311895;3;HE783;26.11.2024;1;250
976469;1;SN521;16.08.2024;2;360
474162;3;SA167;19.10.2024;1;150
877081;1;FO802;13.10.2024;2;460
875245;1;BO897;19.09.2024;2;600
233354;1;FO696;09.08.2024;4;920
736843;1;CA716;06.01.2024;4;760
913637;1;BA745;14.06.2024;1;120
568116;2;BA499;22.03.2024;2;240
496449;2;SA611;01.08.2024;1;150
605608;2;HE116;23.11.2024;4;1000
894588;1;FO696;10.01.2024;2;460
594273;3;SN653;01.05.2024;2;360
145806;3;CA389;04.01.2024;1;190
967825;2;CA540;23.04.2024;4;760
455117;1;SA210;25.04.2024;3;450
597322;3;SA770;05.06.2024;3;450
948398;3;SA372;10.05.2024;1;150
150407;2;HE861;29.10.2024;4;1000
563053;1;HE178;16.10.2024;1;250
655094;2;CA274;19.06.2024;4;760
332976;2;CA794;11.10.2024;3;570
156689;3;SA686;17.07.2024;1;150
131718;3;BO325;04.06.2024;1;300
309101;1;BO693;21.12.2024;2;600
652750;2;FO693;15.05.2024;3;690
723586;2;BA971;02.07.2024;3;360
497511;2;SN871;14.03.2024;1;180
168620;3;BO968;22.11.2024;4;1200
994787;3;SN602;26.08.2024;3;540
825257;2;SN211;14.12.2024;4;720
441508;1;CA363;28.11.2024;4;760
377122;1;HE178;22.02.2024;2;500
306905;2;FO540;07.01.2024;4;920
284436;1;SN165;22.01.2024;1;180
197167;1;BO956;04.11.2024;3;900
969726;2;BO284;10.06.2024;3;900
953306;1;BA345;05.09.2024;4;480
500935;3;SN165;15.08.2024;4;720
724802;1;FO787;07.09.2024;4;920
463238;1;CA798;11.03.2024;3;570
532287;1;BO313;19.11.2024;4;1200
146519;3;SN581;07.10.2024;4;720
149702;1;FO632;06.11.2024;1;230
237171;3;BA760;24.12.2024;4;480
389456;1;CA295;01.04.2024;1;190
708760;1;BA526;23.06.2024;2;240
784983;2;BO838;11.01.2024;2;600
582467;2;BA473;17.06.2024;1;120
652237;1;CA842;08.08.2024;1;190
567168;2;HE624;11.11.2024;4;1000
194051;2;SA840;05.11.2024;1;150
974737;3;SN812;01.05.2024;2;360
723645;1;SN644;22.07.2024;2;360
698769;2;CA362;30.03.2024;4;760
134867;3;BO420;11.07.2024;1;300
912666;3;BA184;20.01.2024;3;360
644310;3;BA795;26.12.2024;2;240
277551;2;BA659;04.07.2024;4;480
380124;1;FO773;22.02.2024;4;920
250510;3;SN766;25.09.2024;4;720
754249;3;SN172;30.11.2024;1;180
300401;2;CA995;09.11.2024;1;190
165386;2;BA781;22.11.2024;2;240
375322;3;CA363;14.06.2024;2;380
429649;2;CA249;25.03.2024;1;190
341166;3;BA247;26.08.2024;1;120
799449;2;HE540;22.12.2024;1;250
547411;1;BO354;13.01.2024;3;900
812312;1;SN871;20.02.2024;1;180
771720;1;HE207;09.05.2024;1;250
806712;2;SA284;02.08.2024;1;150
489949;1;CA567;14.11.2024;3;570
951322;2;BA735;03.01.2024;2;240
189186;2;SA275;13.11.2024;1;150
608071;3;SA903;25.01.2024;1;150
654426;3;SA807;10.03.2024;1;150
481225;3;SN735;02.03.2024;1;180
228881;3;SA793;30.10.2024;4;600
432924;1;BA735;05.11.2024;4;480
490634;3;HE698;11.12.2024;3;750
791099;3;SN825;01.03.2024;2;360
455555;3;HE839;14.01.2024;1;250
266474;3;FO609;28.06.2024;3;690
478491;2;BA221;23.01.2024;4;480
556546;2;BO790;20.12.2024;4;1200
154418;3;BA661;13.07.2024;4;480
663626;1;SN483;06.02.2024;2;360
388845;2;HE886;12.02.2024;3;750
155889;3;BA672;04.09.2024;1;120
895582;3;BO354;07.06.2024;4;1200
864102;3;FO369;18.01.2024;3;690
222026;1;HE392;20.07.2024;2;500
633486;1;BO284;29.05.2024;4;1200
347378;2;SN573;29.05.2024;2;360
827957;2;BO313;29.01.2024;4;1200
868503;3;BA736;09.08.2024;1;120
317484;1;CA363;27.03.2024;1;190
774487;3;BO276;16.01.2024;4;1200
324776;3;CA252;06.11.2024;2;380
499151;2;SA219;07.06.2024;1;150
442895;1;SA729;05.05.2024;1;150
908010;3;CA249;22.12.2024;2;380
676870;3;SN918;01.07.2024;4;720
703004;3;BA939;13.11.2024;4;480
887697;1;FO488;15.09.2024;2;460
494962;3;BO868;01.06.2024;1;300
370835;1;CA363;02.03.2024;2;380
402883;3;SA437;25.10.2024;2;300
112720;3;BO466;14.08.2024;1;300
576051;1;HE468;04.04.2024;2;500
240238;1;SA167;12.12.2024;3;450
278056;2;BA745;06.07.2024;1;120
898388;2;SN179;25.07.2024;4;720
351793;3;HE611;20.11.2024;3;750
181311;1;BO114;09.12.2024;3;900
331374;3;CA716;22.10.2024;1;190
890733;2;SN144;05.06.2024;3;540
539168;1;CA377;17.08.2024;4;760
411094;2;SA600;22.07.2024;1;150
487507;3;HE997;08.06.2024;4;1000
363162;3;FO445;14.03.2024;2;460
180354;3;SN743;27.03.2024;3;540
934363;1;SN571;22.07.2024;2;360
755400;1;CA234;27.03.2024;1;190
552636;2;BO623;13.09.2024;1;300
188799;2;CA234;31.01.2024;3;570
890607;2;BA745;08.01.2024;1;120
816221;2;FO347;07.09.2024;3;690
439930;2;BA975;10.01.2024;3;360
141771;1;SA195;11.05.2024;4;600
472916;1;BA797;23.03.2024;2;240
325183;2;FO112;19.07.2024;3;690
569107;3;CA363;22.08.2024;1;190
174311;1;BA345;04.11.2024;3;360
310081;3;BO963;07.07.2024;1;300
251385;2;FO355;28.12.2024;2;460
349415;3;SN529;07.09.2024;1;180
389912;2;BA939;23.11.2024;4;480
774225;1;FO835;21.09.2024;1;230
910536;1;BO934;31.03.2024;1;300
474306;1;BA332;11.10.2024;3;360
372100;2;HE468;21.01.2024;4;1000
420383;1;CA591;03.03.2024;4;760
292352;3;HE699;02.11.2024;1;250
713844;3;BA513;29.04.2024;2;240
632025;3;FO835;15.11.2024;3;690
540703;1;CA807;09.04.2024;3;570
857360;3;BO734;07.12.2024;3;900
854419;3;HE783;18.10.2024;1;250
849595;1;SA725;06.11.2024;1;150
135429;2;SN258;04.02.2024;1;180
752750;2;BA434;09.08.2024;3;360
300973;2;BA525;04.06.2024;3;360
844266;1;FO787;15.11.2024;1;230
112297;2;BA856;06.01.2024;4;480
594141;1;CA274;28.08.2024;2;380
556880;1;BA290;31.05.2024;2;240
121450;1;SN683;25.05.2024;2;360
349178;3;BO838;10.11.2024;3;900
734784;1;CA252;13.08.2024;2;380
834960;3;BO199;19.01.2024;3;900
766886;2;BA249;02.11.2024;1;120
610926;3;FO696;25.03.2024;1;230
688312;3;BA249;17.10.2024;4;480
547677;2;HE292;06.03.2024;4;1000
102269;2;HE206;30.03.2024;1;250
393981;3;CA295;01.09.2024;3;570
635932;2;BA831;28.01.2024;2;240
700485;2;SN935;24.12.2024;1;180
526222;1;BA661;30.06.2024;4;480
688706;3;BO146;03.12.2024;4;1200
312828;1;HE549;22.11.2024;1;250
900968;2;BO856;09.02.2024;3;900
308588;1;HE104;07.01.2024;2;500
977001;1;BA174;30.10.2024;2;240
757682;3;BO354;20.02.2024;2;600
265493;2;FO588;10.10.2024;2;460
676247;2;SN812;12.08.2024;1;180
910035;1;BA939;09.08.2024;4;480
447596;2;BA332;28.08.2024;2;240
214754;1;BA434;03.11.2024;2;240
398751;2;BO920;17.12.2024;1;300
498342;3;HE624;15.05.2024;2;500
278630;1;HE658;03.08.2024;2;500
468987;1;SA154;21.11.2024;2;300
918623;2;BO934;09.09.2024;4;1200
754140;1;HE508;24.01.2024;3;750
873169;2;BO838;04.11.2024;3;900
947486;3;SN119;23.06.2024;1;180
456169;1;SA167;05.06.2024;3;450
497747;3;BA884;21.01.2024;1;120
202256;3;BO118;19.01.2024;4;1200
674030;2;SN644;31.03.2024;4;720
558176;3;HE627;13.09.2024;2;500
936841;2;SA341;13.09.2024;3;450
518523;2;BA148;03.01.2024;1;120
715996;3;FO540;13.01.2024;3;690
203293;3;BA332;28.09.2024;2;240
871622;1;SA934;16.12.2024;1;150
518560;2;SA720;12.07.2024;2;300
910600;1;FO538;19.01.2024;1;230
777382;2;FO704;26.04.2024;4;920
580623;1;CA502;13.03.2024;4;760
794364;3;SA327;01.12.2024;1;150
336714;2;SN258;06.11.2024;1;180
770726;1;HE549;08.03.2024;1;250
820185;3;CA166;18.08.2024;4;760
436405;2;SN731;06.12.2024;1;180
792484;2;BA184;16.12.2024;1;120
772851;2;BA729;23.02.2024;1;120
518888;3;BA751;07.01.2024;4;480
189731;1;BA141;12.04.2024;4;480
568327;2;HE888;28.05.2024;3;750
394265;1;SN147;22.04.2024;1;180
584697;2;SN407;14.10.2024;2;360
692216;2;SA255;24.07.2024;1;150
671799;3;SA515;30.04.2024;1;150
599628;2;FO355;01.04.2024;4;920
778280;3;BA311;21.03.2024;4;480
393912;1;FO538;27.06.2024;2;460
572745;3;SN138;26.02.2024;2;360
771527;1;BO651;13.01.2024;3;900
771977;1;BA659;13.07.2024;1;120
221251;2;SN766;01.11.2024;4;720
559335;1;BA148;26.06.2024;1;120
604444;1;BA872;25.09.2024;2;240
637364;2;SN138;20.04.2024;2;360
717251;2;BO125;27.01.2024;2;600
172128;3;SA911;18.06.2024;4;600
356137;3;FO196;01.02.2024;4;920
518486;2;SN735;18.09.2024;3;540
982847;3;SA515;21.05.2024;1;150
892391;1;BA975;08.05.2024;4;480
667145;2;FO429;24.05.2024;4;920
211796;2;FO393;12.01.2024;1;230
709775;2;SN735;18.04.2024;3;540
766306;2;FO811;06.12.2024;3;690
950060;1;BA247;29.09.2024;3;360
908551;1;BA296;08.08.2024;4;480
272655;3;BA661;12.03.2024;3;360
893353;2;BA148;15.04.2024;1;120
441128;2;FO392;09.02.2024;1;230
267969;1;BA975;02.09.2024;3;360
706249;1;CA167;24.10.2024;4;760
569844;1;BO455;21.01.2024;1;300
601717;2;HE104;09.12.2024;4;1000
681789;3;FO696;12.03.2024;2;460
995542;1;SN404;01.03.2024;3;540
479285;3;SN812;17.10.2024;2;360
338520;3;SN144;14.12.2024;3;540
367779;3;FO787;06.05.2024;4;920
373705;1;SN521;27.04.2024;4;720
144623;3;CA163;03.11.2024;2;380
203126;1;CA389;30.01.2024;3;570
509955;1;BA398;04.05.2024;1;120
569444;3;FO811;15.10.2024;4;920
166304;1;BO920;18.02.2024;1;300
630783;1;BA659;02.07.2024;3;360
222931;1;BO868;08.05.2024;4;1200
342267;3;BA141;23.08.2024;3;360
734259;2;FO696;27.11.2024;2;460
182598;3;HE530;19.03.2024;1;250
771418;3;BA771;18.12.2024;1;120
618534;3;BO868;17.08.2024;1;300
873433;3;CA716;31.03.2024;2;380
466219;1;BA332;02.03.2024;3;360
756108;3;SN689;10.03.2024;2;360
250741;3;BA398;25.10.2024;4;480
366735;1;CA363;12.08.2024;2;380
763578;2;BA522;28.06.2024;1;120
483693;2;CA540;07.06.2024;2;380
894290;3;BA939;03.11.2024;2;240
110009;2;HE508;15.02.2024;4;1000
874615;1;CA842;27.01.2024;1;190
644437;1;HE292;24.08.2024;4;1000
853771;3;HE997;25.07.2024;2;500
159056;3;HE955;08.05.2024;1;250
220050;3;BO241;26.12.2024;1;300
573726;2;FO355;01.08.2024;2;460
303228;3;HE534;18.05.2024;3;750
558707;3;SA496;21.05.2024;3;450
761230;3;CA542;08.09.2024;4;760
899427;2;SN138;29.06.2024;4;720
423334;3;HE292;30.12.2024;3;750
273859;2;BA975;09.12.2024;2;240
702628;1;BA672;26.09.2024;4;480
422621;1;BO305;21.12.2024;4;1200
857026;1;BO466;07.04.2024;2;600
186089;1;HE207;30.04.2024;1;250
573612;3;SN497;25.11.2024;3;540
842089;3;CA901;06.11.2024;1;190
245270;2;BO856;31.12.2024;4;1200
591955;1;CA730;05.01.2024;1;190
711136;2;HE320;29.07.2024;2;500
820492;3;BA818;29.12.2024;1;120
181917;1;BO832;24.07.2024;3;900
148341;3;SA686;11.04.2024;2;300
558816;3;CA252;25.09.2024;1;190
462224;2;SN918;14.12.2024;2;360
529587;1;CA807;20.03.2024;4;760
475274;3;BO737;16.07.2024;2;600
280538;1;FO112;23.04.2024;2;460
420174;2;CA962;03.10.2024;1;190
103441;3;CA842;12.07.2024;4;760
399638;2;BA843;14.07.2024;1;120
351042;2;FO696;28.09.2024;4;920
515047;3;FO693;16.06.2024;4;920
992566;2;HE627;06.04.2024;4;1000
787784;2;FO632;04.07.2024;2;460
760093;1;BA332;28.02.2024;3;360
844576;3;BO623;27.02.2024;1;300
435274;2;SN602;26.07.2024;4;720
786396;1;SN127;29.12.2024;1;180
906916;2;SN144;11.01.2024;1;180
383391;3;BO313;11.10.2024;1;300
785224;1;FO704;04.11.2024;1;230
389483;3;FO675;11.03.2024;1;230
830461;3;BO651;17.05.2024;1;300
220339;2;SN257;05.03.2024;2;360
376354;1;HE636;09.08.2024;2;500
281565;2;CA369;28.07.2024;2;380
898873;2;CA514;21.01.2024;3;570
408574;2;HE206;09.10.2024;2;500
803357;2;SN165;09.02.2024;3;540
358164;3;FO437;30.04.2024;4;920
690731;3;SA327;16.06.2024;1;150
757232;3;HE404;13.05.2024;4;1000
832266;1;FO988;10.01.2024;1;230
907851;2;BO996;16.02.2024;3;900
245585;3;SA934;30.10.2024;2;300
760409;2;CA895;10.03.2024;1;190
415459;3;HE835;25.01.2024;2;500
318952;1;SA154;20.05.2024;3;450
270253;1;SA496;04.01.2024;2;300
292628;3;SA195;31.08.2024;3;450
291605;2;BA738;25.10.2024;4;480
696641;1;SN116;17.07.2024;4;720
502243;1;BA325;15.12.2024;2;240
